Verified,Performance Title,Performance title in Japanese,Date,Time,Venue concatenated,Venue address,Latitude,Longtitude,Venue capacity,Genres concatenated,Performance types concatenated,"English name of performing troupes, performers concatenated","Kanji name of performing troupes, performers concatenated",Organizers/Sponsors concatenated,Org/Spon type 1,Organizers concatenated,org/spon type 2,Sponsors concatenated,org/spon type 3,Festival
,mouse on the keys,,2013-03-08,19:30,"Esplanade – Theatres on the Bay, Recital Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Jazz; Others,Concert,mouse on the keys,,Esplanade – Theatres on the Bay,,,,,,Esplanade Presents | Mosaic Music Festival
,mouse on the keys,,2013-03-09,22:30,"Esplanade – Theatres on the Bay, Recital Studio","2 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Jazz; Others,Concert,mouse on the keys,,Esplanade – Theatres on the Bay,,,,,,Esplanade Presents | Mosaic Music Festival
,Pablo Ziegler Meets Tokyo Jazz Tango Ensemble,,2013-03-16,20:30,"Esplanade – Theatres on the Bay, Recital Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Jazz,Concert,Pablo Ziegler; Tokyo Jazz Tango Ensemble,,Esplanade – Theatres on the Bay,,,,,,Esplanade Presents | Mosaic Music Festival
,Tokyo Ska Paradise Orchestra,,2013-03-15,19:30,"Esplanade – Theatres on the Bay, Concert Hall","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Ska,Concert,Tokyo Ska Paradise Orchestra (TSPO),,Esplanade – Theatres on the Bay,,,,,,Esplanade Presents | Mosaic Music Festival
,world's end girlfriend,,2013-03-16,22:00,"Esplanade – Theatres on the Bay, Theatre Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Contemporary music; Classical music; Others,Concert,world's end girlfriend (Maeda Katsuhiko),?? ??,Esplanade – Theatres on the Bay,,,,,,Esplanade Presents | Mosaic Music Festival
,Mobile 2: Flat Cities,????????????????,2013-08-28,20:00,"The Necessary Stage, The Necessary Stage Black Box","278 Marine Parade Road, Singapore 449282",1.304972,103.909668,,Play,Theatre,Director:,,The Necessary Stage,,The Necessary Stage,,The Saison Foundation; First Printers Pte Ltd; The Japan Foundation,,
,Mobile 2: Flat Cities,????????????????,2013-08-31,15:00,"The Necessary Stage, The Necessary Stage Black Box","278 Marine Parade Road, Singapore 449282",1.304972,103.909668,,Play,Theatre,Director:,,The Necessary Stage,,The Necessary Stage,,The Saison Foundation; First Printers Pte Ltd; The Japan Foundation,,
,Japan Theater,,2014-11-14,19:30,"The Mastercard Theatres at Marina Bay Sands, Sands Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,,Nihon Buyo,Dance,Ebizo Ichikawa XI,,"Hello!Japan; JCB; Mangosteen Club; Wonderland Japan WAttention; Japan National Tourism Organization, Singapore (JNTO); Books Kinokuniya; Japan Creative Centre (JCC); 3Top; Shochiku Co. Ltd; Zen-A; EMS Entertainment",,,,,,
,Japan Theater,,2014-11-15,15:00,"The Mastercard Theatres at Marina Bay Sands, Sands Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,,Nihon Buyo,Dance,Ebizo Ichikawa XI,,"Hello!Japan; JCB; Mangosteen Club; Wonderland Japan WAttention; Japan National Tourism Organization, Singapore (JNTO); Books Kinokuniya; Japan Creative Centre (JCC); 3Top; Shochiku Co. Ltd; Zen-A; EMS Entertainment",,,,,,
,Shinosuke Rakugo 2014,,2014-02-13,19:00,The Joyden Hall,"201 Victoria Street, #07-01, Bugis+, Singapore 188067",1.299604,103.854242,,Rakugo,Theatre,Tatekawa Shinosuke,,Vivid Creations; Hokuriku Bank,,Vivid Creations,,Singapore Toyama-ken Jinkai,,
,Butoh Workshop: Mind-Body Movement,,2014-04-22,All-day,Intercultural Theatre Institute (ITI),"11 Upper Wilkie Road, Emily Hill, Singapore 228120",1.303295,103.848658,,Butoh,Workshop,Seimaru (Sankai Juku),,The Esplanade Co Ltd (TECL); Intercultural Theatre Institute (ITI),,,,,,
,Butoh Workshop: Mind-Body Movement,,2014-04-22,All-day,"Esplanade – Theatres on the Bay, Rehearsal Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,100,Butoh,Workshop,Seimaru (Sankai Juku),,The Esplanade Co Ltd (TECL); Intercultural Theatre Institute (ITI),,,,,,
,Butoh Workshop: Mind-Body Movement,,2014-04-23,All-day,Intercultural Theatre Institute (ITI),"11 Upper Wilkie Road, Emily Hill, Singapore 228120",1.303295,103.848658,,Butoh,Workshop,Seimaru (Sankai Juku),,The Esplanade Co Ltd (TECL); Intercultural Theatre Institute (ITI),,,,,,
,Butoh Workshop: Mind-Body Movement,,2014-04-23,All-day,"Esplanade – Theatres on the Bay, Rehearsal Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,100,Butoh,Workshop,Seimaru (Sankai Juku),,The Esplanade Co Ltd (TECL); Intercultural Theatre Institute (ITI),,,,,,
,Butoh Workshop: Mind-Body Movement,,2014-04-24,All-day,Intercultural Theatre Institute (ITI),"11 Upper Wilkie Road, Emily Hill, Singapore 228120",1.303295,103.848658,,Butoh,Workshop,Seimaru (Sankai Juku),,The Esplanade Co Ltd (TECL); Intercultural Theatre Institute (ITI),,,,,,
,Butoh Workshop: Mind-Body Movement,,2014-04-24,All-day,"Esplanade – Theatres on the Bay, Rehearsal Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,100,Butoh,Workshop,Seimaru (Sankai Juku),,The Esplanade Co Ltd (TECL); Intercultural Theatre Institute (ITI),,,,,,
,Butoh Workshop: Mind-Body Movement,,2014-04-25,All-day,Intercultural Theatre Institute (ITI),"11 Upper Wilkie Road, Emily Hill, Singapore 228120",1.303295,103.848658,,Butoh,Workshop,Seimaru (Sankai Juku),,The Esplanade Co Ltd (TECL); Intercultural Theatre Institute (ITI),,,,,,
,Butoh Workshop: Mind-Body Movement,,2014-04-25,All-day,"Esplanade – Theatres on the Bay, Rehearsal Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,100,Butoh,Workshop,Seimaru (Sankai Juku),,The Esplanade Co Ltd (TECL); Intercultural Theatre Institute (ITI),,,,,,
,Butoh Workshop: Mind-Body Movement,,2014-04-26,All-day,Intercultural Theatre Institute (ITI),"11 Upper Wilkie Road, Emily Hill, Singapore 228120",1.303295,103.848658,,Butoh,Workshop,Seimaru (Sankai Juku),,The Esplanade Co Ltd (TECL); Intercultural Theatre Institute (ITI),,,,,,
,Butoh Workshop: Mind-Body Movement,,2014-04-26,All-day,"Esplanade – Theatres on the Bay, Rehearsal Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,100,Butoh,Workshop,Seimaru (Sankai Juku),,The Esplanade Co Ltd (TECL); Intercultural Theatre Institute (ITI),,,,,,
,Butoh Workshop: Mind-Body Movement,,2014-04-27,All-day,Intercultural Theatre Institute (ITI),"11 Upper Wilkie Road, Emily Hill, Singapore 228120",1.303295,103.848658,,Butoh,Workshop,Seimaru (Sankai Juku),,The Esplanade Co Ltd (TECL); Intercultural Theatre Institute (ITI),,,,,,
,Butoh Workshop: Mind-Body Movement,,2014-04-27,All-day,"Esplanade – Theatres on the Bay, Rehearsal Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,100,Butoh,Workshop,Seimaru (Sankai Juku),,The Esplanade Co Ltd (TECL); Intercultural Theatre Institute (ITI),,,,,,
,The Heart of Sankai Juku,,2014-04-28,10:00,"Esplanade – Theatres on the Bay, Recital Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,245,Butoh,Talk,Amagatsu Ushio (Sankai Juku),,The Esplanade Co Ltd (TECL),,,,,,
,KAGEMI: Beyond the Metaphors of Mirrors,,2014-04-30,20:00,"Esplanade – Theatres on the Bay, Theatre","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Butoh,Dance,Sankai Juku,,The Esplanade Co Ltd (TECL),,,,,,
,KAGEMI: Beyond the Metaphors of Mirrors,,2014-05-01,20:00,"Esplanade – Theatres on the Bay, Theatre","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Butoh,Dance,Sankai Juku,,The Esplanade Co Ltd (TECL),,,,,,
,Shinoharu Rakugo: 4th Solo Tour in Singapore,,2014-06-19,19:30,"YMCA @ One Orchard, Lee Kong Chian Auditorium","1 Orchard Road, Singapore 238824",1.29745,103.848414,250,Rakugo,Theatre,Shinoharu Tatekawa,,YMCA of Singapore; REERACOEN Singapore; Vivid Creations,,,,,,
,Shinoharu Rakugo: 4th Solo Tour in Singapore,,2014-06-20,19:30,"YMCA @ One Orchard, Lee Kong Chian Auditorium","1 Orchard Road, Singapore 238824",1.29745,103.848414,250,Rakugo,Theatre,Shinoharu Tatekawa,,YMCA of Singapore; REERACOEN Singapore; Vivid Creations,,,,,,
,Lecture demonstration by Nomura Mansai,,2014-08-27,19:00-20:00,"Victoria Theatre & Concert Hall, Dance Studio","9 Empress Place, Singapore 179556",1.28834,103.851652,60,Kyogen,Talk,Mansai Nomura,,Arts House Limited (AHL); Odawara Art Foundation; Mansaku-no-kai Kyogen Company; Setagaya Public Theatre; National Arts Council (NAC),,,,,,
,Sambaso,,2014-08-28,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,614,Noh; Kyogen,Theatre,Nomura Mansaku; Nomura Mansai,,Arts House Limited (AHL); Odawara Art Foundation; Mansaku-no-kai Kyogen Company; Setagaya Public Theatre; National Arts Council (NAC),,,,,,Singapore International Festival of Arts (SIFA) (2012-present)
,JS1101E lecture,,2014-10-16,14:00,"National University of Singapore (NUS), UTown Auditorium 1 (UT AUD 1)","2 College Avenue West, #01-25, Singapore 138607",1.30468,103.77244,,Kabuki,Talk,Kataoka Takatar?,,"Department of Japanese Studies, National University of Singapore (NUS); NUS Japanese Studies Alumni Association",,,,,,
,Department Seminar,,2014-10-17,14:00,"National University of Singapore (NUS), AS4","9 Arts Link, National University of Singapore AS4, Singapore 117570",1.3059259,103.773853,,Kabuki,Talk,Kataoka Takatar?,,"Department of Japanese Studies, National University of Singapore (NUS); NUS Japanese Studies Alumni Association",,,,,,
,Japanese Emotion in Country of Lion,??????????,2014-11-15,19:30,"The Japanese Association, Singapore (JAS), Auditorium","120 Adam Road, Singapore 289899",1.33073,103.816112,205,Kagura,Theatre,"Toshihiko Kato, Minami and Mai Suzuki",,Sato-Kagura-Jindai-Kagura Society Singapore Branch (NPO),,,,,,
,Japan Theater,,2014-11-15,19:30,"The Mastercard Theatres at Marina Bay Sands, Sands Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,,Nihon buyo,Dance,Ichikawa Ebizo XI,,,,,,,,
,Japan Theater,,2014-11-16,15:00,"The Mastercard Theatres at Marina Bay Sands, Sands Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,,Nihon buyo,Dance,Ichikawa Ebizo XI,,,,,,,,
,"Survive, Said The Prophet",,2014-06-29,21:30,"Esplanade – Theatres on the Bay, The Edge","1 Esplanade Drive, Singapore 038981",,,,Rock,Concert,"Survive, Said The Prophet",,Esplanade – Theatres on the Bay,,,,Yamaha; MACBETH,,
,Suteru Tabi,,2014-01-08,20:00,"Esplanade – Theatres on the Bay, Theatre Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Play,Theatre,GOTANNDADAN,,The Necessary Stage; Esplanade – Theatres on the Bay,,The Necessary Stage; Esplanade – Theatres on the Bay,,The Japan Foundation; Ambassade de France à Singapour; The Saison Foundation; National Council for Culture and Arts (Conaculta) (Mexico); National Museum of Singapore (NMS); Ion Art; Ion Orchard; The Substation; AXA Art Insurance; EAT Works; IdeasScout Projects; Pixel Creations; b.; fFurious; Fiction Shore; fridae; First Printers Pte Ltd; M·A·C,,M1 Singapore Fringe Festival
,Zeitgeber,,2014-01-17,21:00,"National Museum of Singapore (NMS), Gallery Theatre","93 Stamford Road, Singapore 178897",1.296705,103.848505,,Play,Theatre,Takuya Murakawa,,The Necessary Stage; Esplanade – Theatres on the Bay,,The Necessary Stage; Esplanade – Theatres on the Bay,,The Japan Foundation; Ambassade de France à Singapour; The Saison Foundation; National Council for Culture and Arts (Conaculta) (Mexico); National Museum of Singapore (NMS); Ion Art; Ion Orchard; The Substation; AXA Art Insurance; EAT Works; IdeasScout Projects; Pixel Creations; b.; fFurious; Fiction Shore; fridae; First Printers Pte Ltd; M·A·C,,M1 Singapore Fringe Festival
,TAO: Seventeen Samurai,,2014-09-05,19:30,"The Mastercard Theatres at Marina Bay Sands, Sands Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,1679,Traditional music,Concert,Drum TAO,,Mediacorp VizPro International Pte. Ltd.,,,,,,
,TAO: Seventeen Samurai,,2014-09-06,15:00,"The Mastercard Theatres at Marina Bay Sands, Sands Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,1679,Traditional music,Concert,Drum TAO,,Mediacorp VizPro International Pte. Ltd.,,,,,,
,TAO: Seventeen Samurai,,2014-09-06,19:30,"The Mastercard Theatres at Marina Bay Sands, Sands Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,1679,Traditional music,Concert,Drum TAO,,Mediacorp VizPro International Pte. Ltd.,,,,,,
,TAO: Seventeen Samurai,,2014-09-07,15:00,"The Mastercard Theatres at Marina Bay Sands, Sands Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,1679,Traditional music,Concert,Drum TAO,,Mediacorp VizPro International Pte. Ltd.,,,,,,
,Kafka on the Shore by Ninagawa Company,,2015-10-30,20:00-23:00,"Esplanade – Theatres on the Bay, Theatre","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,1950,Play,Theatre,Ninagawa Company,,"Saitama Arts Foundation; Tokyo Broadcasting System Television Inc; HoriPro Inc.; The Japan Foundation; Japanese Chamber of Commerce & Industry, Singapore (JCCI); The Esplanade Co Ltd (TECL)",,,,Mitsubishi Corporation; All Nippon Airways (ANA),,
,Kafka on the Shore by Ninagawa Company,,2015-10-31,20:00-23:00,"Esplanade – Theatres on the Bay, Theatre","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,1950,Play,Theatre,Ninagawa Company,,"Saitama Arts Foundation; Tokyo Broadcasting System Television Inc; HoriPro Inc.; The Japan Foundation; Japanese Chamber of Commerce & Industry, Singapore (JCCI); The Esplanade Co Ltd (TECL)",,,,Mitsubishi Corporation; All Nippon Airways (ANA),,
,Kafka on the Shore by Ninagawa Company,,2015-11-01,14:00-17:00,"Esplanade – Theatres on the Bay, Theatre","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,1950,Play,Theatre,Ninagawa Company,,"Saitama Arts Foundation; Tokyo Broadcasting System Television Inc; HoriPro Inc.; The Japan Foundation; Japanese Chamber of Commerce & Industry, Singapore (JCCI); The Esplanade Co Ltd (TECL)",,,,Mitsubishi Corporation; All Nippon Airways (ANA),,
,Lecture & Demonstration on Beauty of Japanese Dance ? by Master Guraku AKIFUSA,,2015-01-20,19:00-20:00,Japan Creative Centre (JCC),"4 Nassim Road, Singapore 258372",1.307507,103.826821,100,Nihon buyo,Talk,Akifusa Guraku,,Japan Creative Centre (JCC),,,,Embassy of Japan in Singapore,,
,Fellow's Tea: Master Akifusa Guraku - Lecture demonstration on Nihon Buyo,,2015-01-21,18:30-20:00,"Nanyang Academy of Fine Arts (NAFA), Black Box Studio","151 Bencoolen Street, Singapore 189656",1.301284,103.851952,,Nihon buyo,Talk,Akifusa Guraku,,Nanyang Academy of Fine Arts (NAFA); Japan Creative Centre (JCC),,,,,,
,Fellow's Tea: Master Akifusa Guraku,,2015-01-22,15:00,"National University of Singapore (NUS), Tembusu College","28 College Avenue East, #B1-01, Singapore 138598",1.3059259,103.773853,,Nihon buyo,Talk,Akifusa Guraku,,National University of Singapore (NUS); Japan Creative Centre (JCC),,,,Dr Catelijne Coopmans (Tembusu College),,
,Chingay 2015,,2015-02-07,Evening,F1 Pit Building,"1 Republic Boulevard, Singapore 038975",1.291335,103.863911,,Traditional music; Folk dance,Parade,Yamashiro Daidengaku Group (Japan); Taiko Group and Engeki Hokuiichido,,People's Association (PA),,People's Association (PA),,"The Japanese Association, Singapore (JAS)",,
,Chingay 2015,,2015-02-08,Evening,F1 Pit Building,"1 Republic Boulevard, Singapore 038975",1.291335,103.863911,,Traditional music; Folk dance,Parade,Yamashiro Daidengaku Group; Taiko Group and Engeki Hokuiichido,,"People's Association (PA); The Japanese Association, Singapore (JAS)",,People's Association (PA),,,,
,Iwami Kagura – Ritual Theatre of Shimane,,2015-04-17,19:30-21:15,"Esplanade – Theatres on the Bay, Recital Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,245,Kagura,Theatre,Nishimura Kagura Shachu,,The Esplanade Co Ltd (TECL),,,,,,
,Iwami Kagura – Ritual Theatre of Shimane,,2015-04-18,15:00-16:45,"Esplanade – Theatres on the Bay, Recital Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,245,Kagura,Theatre,Nishimura Kagura Shachu,,The Esplanade Co Ltd (TECL),,,,,,Esplanade Presents | A Tapestry of Sacred Music
,Pipes in Harmony by Suzuki Masato,,2015-04-19,15:00-16:00,"Esplanade – Theatres on the Bay, Concert Hall","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,1630 - 1827,Contemporary music,Concert,Suzuki Masato,,The Esplanade Co Ltd (TECL); Suntory Hall Foundation,,,,,,
,"An exploration of the similarities and differences between the ""Dan"" in Chinese Opera and the ""Onnagata"" in Kabuki",,2015-04-24,17:00,Aliwal Arts Centre,"28 Aliwal Street, Singapore 199918",1.3025563,103.8610758,,Kabuki,Talk,Kataoka Takatar?; Yow Wei Meng,,Chinese Opera Institute (COI); Chinese Opera Society (Singapore),,,,,,
,Thank You Tezuka (Japan),,2015-06-05,19:15-19:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Thank You Tezuka (Japan),,2015-06-05,21:15-21:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Thank You Tezuka (Japan),,2015-06-06,15:15-15:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Thank You Tezuka (Japan),,2015-06-06,17:15-17:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Thank You Tezuka (Japan),,2015-06-06,19:15-19:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Thank You Tezuka (Japan),,2015-06-06,21:15-21:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Thank You Tezuka (Japan),,2015-06-07,15:15-15:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,Esplanade Presents | Flipside
,Thank You Tezuka (Japan),,2015-06-07,17:15-17:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Thank You Tezuka (Japan),,2015-06-07,19:15-19:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Thank You Tezuka (Japan),,2015-06-07,21:15-21:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Shinohara Rakugo featuring Kamini Ramachandran ~Storytelling from Asia~,,2015-06-19,19:30-21:00,"YMCA @ One Orchard, Lee Kong Chian Auditorium","1 Orchard Road, Singapore 238824",1.29745,103.848414,250,Rakugo,Theatre,Tatekawa Shinoharu; Kamini Ramachandran,,Vivid Creations,,,,,,
,Akifusa Guraku - Nihon Buy?,,2015-06-20,15:30,"Nanyang Academy of Fine Arts (NAFA), Studio Theatre","151 Bencoolen Street, Singapore 189656",1.301284,103.851952,150,Nihon Buyo,Dance,Akifusa Guraku,,Japan Creative Centre (JCC); Japan Airlines (JAL); Nihon Buyo Akifusa,,SBG Holdings,,Akifusaryuu Nihon Buyo School ???,,
,Shinosuke Rakugo 2015,?????2015,2015-08-10,14:30,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,388,Rakugo,Theatre,Tatekawa Shinosuke,,Vivid Creations; Hokuriku Bank,,,,Singapore Toyama-ken Jinkai,,
,Shinosuke Rakugo 2015,?????2015,2015-08-10,18:30,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,388,Rakugo,Theatre,Tatekawa Shinosuke,,Vivid Creations; Hokuriku Bank,,,,Singapore Toyama-ken Jinkai,,
,Chindonya Tsushinsha,,2015-08-12,19:15,"Drama Centre (National Library), Theatre","100 Victoria Street, #03-01, National Library Building, Singapore 188064",1.297679,103.854357,,Traditional music,Outdoor,Chindonya Tsushinsha,,Japan Creative Centre (JCC); National Arts Council (NAC); Arts House Limited (AHL),,Singapore International Festival of Arts (SIFA),,,,
,Chindonya Tsushinsha,,2015-08-13,19:00,Amphitheatre at Marsiling Drive,"204 Marsiling Drive, Singapore 730204",1.44421,103.77402,,Traditional music,Outdoor,Chindonya Tsushinsha,,Japan Creative Centre (JCC); National Arts Council (NAC); Arts House Limited (AHL),,Singapore International Festival of Arts (SIFA),,,,
,Chindonya Tsushinsha,,2015-08-14,19:00-20:50,"Victoria Theatre & Concert Hall, Foyer","9 Empress Place, Singapore 179556",1.297679,103.854357,,Traditional music,Outdoor,Chindon Tsushinsha,,Japan Creative Centre (JCC); National Arts Council (NAC); Arts House Limited (AHL),,Singapore International Festival of Arts (SIFA),,,,
,Takizawa Kabuki,,2015-08-18,19:30-21:20,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Others; Kabuki,Theatre,Hideaki Takizawa; Fumito Kawai; Hiromitsu Kitayama,,Shochiku Co. Ltd; Johnny & Associates,,,,,,
,Takizawa Kabuki,,2015-08-19,19:30-21:20,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Others; Kabuki,Theatre,Hideaki Takizawa; Fumito Kawai; Hiromitsu Kitayama,,Shochiku Co. Ltd; Johnny & Associates,,,,,,
,Takizawa Kabuki,,2015-08-20,15:00-16:50,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Others; Kabuki,Theatre,Hideaki Takizawa; Fumito Kawai; Hiromitsu Kitayama,,Shochiku Co. Ltd; Johnny & Associates,,,,,,
,Takizawa Kabuki,,2015-08-20,19:30-21:20,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Others; Kabuki,Theatre,Hideaki Takizawa; Fumito Kawai; Hiromitsu Kitayama,,Shochiku Co. Ltd; Johnny & Associates,,,,,,
,Takizawa Kabuki,,2015-08-21,19:30-21:20,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Others; Kabuki,Theatre,Hideaki Takizawa; Fumito Kawai; Hiromitsu Kitayama,,Shochiku Co. Ltd; Johnny & Associates,,,,,,
,Takizawa Kabuki,,2015-08-22,15:00-16:50,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Others; Kabuki,Theatre,Hideaki Takizawa; Fumito Kawai; Hiromitsu Kitayama,,Shochiku Co. Ltd; Johnny & Associates,,,,,,
,Takizawa Kabuki,,2015-08-22,19:30-21:20,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Others; Kabuki,Theatre,Hideaki Takizawa; Fumito Kawai; Hiromitsu Kitayama,,Shochiku Co. Ltd; Johnny & Associates,,,,,,
,Takizawa Kabuki,,2015-08-23,15:00-16:50,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Others; Kabuki,Theatre,Hideaki Takizawa; Fumito Kawai; Hiromitsu Kitayama,,Shochiku Co. Ltd; Johnny & Associates,,,,,,
,Ebizo Ichikawa XI's Japan Theater 2015,,2015-10-17,15:00,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Kabuki,Theatre,Ebizo Ichikawa XI,,,,,,,,
,Ebizo Ichikawa XI's Japan Theater 2016,,2015-10-17,19:30,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","5 Bayfront Avenue, Singapore 018973",1.285231,103.860024,2155,Kabuki,Theatre,Ebizo Ichikawa XI,,,,,,,,
,Ebizo Ichikawa XI's Japan Theater 2017,,2015-10-18,15:00,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","6 Bayfront Avenue, Singapore 018973",1.285232,103.860025,2155,Kabuki,Theatre,Ebizo Ichikawa XI,,,,,,,,
,STORY TIME: Smile on Everyone's Face!,,2015-11-29,Evening,Clementi Public Library,"3155 Commonwealth Avenue West, #05-13/14/15, The Clementi Mall, Singapore 129588",1.31498,103.76472,,Kamishibai,Theatre,Nomarin (Noma Shigeyuki),,"Japan Creative Centre (JCC); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); National Library Board (NLB)",,,,,,
,STORY TIME: Smile on Everyone's Face!,,2015-11-29,Evening,Bukit Batok Public Library,"1 Bukit Batok Central Link, #03-01, West Mall, Singapore 658713",1.34976,103.7492,,Kamishibai,Theatre,Nomarin (Noma Shigeyuki),,"Japan Creative Centre (JCC); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); National Library Board (NLB)",,,,,,
,Primitive,,2015-05-30,15:00,"Esplanade – Theatres on the Bay, Theatre Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Contemporary dance,,"enra, Nobuyuki Hanabusa",,,,Esplanade – Theatres on the Bay,,POLAR; Tai Sun,,Esplanade Presents | Flipside
,Zettai Red,,2015-06-05,16:40,Esplanade – Theatres on the Bay,"2 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Contemporary dance,Dance; Outdoor,GRINDER-MAN - Hitoshi Taguchi (Director); Makiko Izu (Choreographer),,,,Esplanade – Theatres on the Bay; Japan Foundation Asia Center,,POLAR; Tai Sun,,Esplanade Presents | Flipside
,Oversleep Excuse,,2015-06-27,22:00,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Contemporary music; Rock,Concert,Oversleep Excuse,,Esplanade – Theatres on the Bay,,,,,,
